sample_id,field,year,layer,u0,u1
962,Educational Instruction and Library Occupations,2019,4,-6.7079625,7.1758513
963,Management Occupations,2018,4,-8.135233,7.1747613
964,Computer and Mathematical Occupations,2019,4,-7.5686927,7.4862046
965,Business and Financial Operations Occupations,2021,4,-7.23097,8.219158
966,Business and Financial Operations Occupations,2024,4,-7.1014967,6.7256393
967,Business and Financial Operations Occupations,2017,4,-6.2708483,6.3451567
968,Educational Instruction and Library Occupations,2019,4,-6.7123456,7.1872363
969,Computer and Mathematical Occupations,2022,4,-6.912509,7.115128
970,Management Occupations,2021,4,-6.7612267,8.006805
971,Educational Instruction and Library Occupations,2023,4,-6.3481507,6.4157677
972,Educational Instruction and Library Occupations,2024,4,-6.3024673,6.608943
973,Management Occupations,2022,4,-8.158646,7.186535
974,Business and Financial Operations Occupations,2024,4,-6.923596,6.7311535
975,Computer and Mathematical Occupations,2018,4,-6.712678,6.9468117
976,Business and Financial Operations Occupations,2013,4,-7.099924,8.664308
977,Computer and Mathematical Occupations,2020,4,-7.655338,7.86282
978,Educational Instruction and Library Occupations,2023,4,-6.3493733,6.6122603
979,Computer and Mathematical Occupations,2016,4,-7.4703064,5.298386
980,Computer and Mathematical Occupations,2022,4,-7.0590897,7.1999006
981,Management Occupations,2018,4,-7.024411,8.281909
982,Computer and Mathematical Occupations,2021,4,-7.238293,8.365053
983,Computer and Mathematical Occupations,2021,4,-6.951982,8.571558
984,Management Occupations,2022,4,-6.853497,8.376303
985,Management Occupations,2015,4,-6.7481217,8.3795805
986,Management Occupations,2021,4,-8.137223,7.1639466
987,Educational Instruction and Library Occupations,2023,4,-6.782629,8.454425
988,Sales and Related Occupations,2022,4,-7.311677,8.4446745
989,Educational Instruction and Library Occupations,2016,4,-6.997695,8.354169
990,Business and Financial Operations Occupations,2017,4,-6.2596035,6.3480096
991,Sales and Related Occupations,2025,4,-7.0235977,8.304779
992,Educational Instruction and Library Occupations,2023,4,-7.7803054,8.573882
993,Business and Financial Operations Occupations,2021,4,-6.9258156,6.7229695
994,Educational Instruction and Library Occupations,2022,4,-7.650095,8.590212
995,Sales and Related Occupations,2024,4,-6.5064344,6.932533
996,Educational Instruction and Library Occupations,2022,4,-6.5893283,8.004449
997,Computer and Mathematical Occupations,2014,4,-6.622515,8.571503
998,Computer and Mathematical Occupations,2020,4,-7.595661,7.774223
999,Business and Financial Operations Occupations,2022,4,-7.575885,7.7807984
1000,Educational Instruction and Library Occupations,2020,4,-6.679914,8.220344
1001,Business and Financial Operations Occupations,2021,4,-7.4834046,7.8200626
1002,Educational Instruction and Library Occupations,2015,4,-7.0964813,7.641525
1003,Business and Financial Operations Occupations,2020,4,-7.448025,7.7676706
1004,Computer and Mathematical Occupations,2023,4,-7.231149,8.212478
1005,Computer and Mathematical Occupations,2017,4,-6.635733,8.255075
1006,Management Occupations,2014,4,-7.1185985,8.3563795
1007,Management Occupations,2017,4,-8.112483,7.19961
1008,Educational Instruction and Library Occupations,2019,4,-6.8152885,8.959341
1009,Business and Financial Operations Occupations,2022,4,-7.236321,8.290931
1010,Business and Financial Operations Occupations,2021,4,-6.8441515,8.528443
1011,Sales and Related Occupations,2016,4,-6.61609,6.8805685
1012,Educational Instruction and Library Occupations,2018,4,-6.5384855,6.5440617
1013,Educational Instruction and Library Occupations,2024,4,-6.751435,8.554267
1014,Management Occupations,2015,4,-7.2298546,8.335557
1015,Computer and Mathematical Occupations,2019,4,-7.463655,5.310236
1016,Management Occupations,2021,4,-7.534649,7.577703
1017,Educational Instruction and Library Occupations,2022,4,-7.7731357,8.590777
1018,Computer and Mathematical Occupations,2018,4,-6.873556,8.207767
1019,Educational Instruction and Library Occupations,2017,4,-6.637796,6.9148383
1020,Educational Instruction and Library Occupations,2023,4,-7.662856,8.593367
1021,Sales and Related Occupations,2019,4,-6.6433496,7.308379
1022,Management Occupations,2021,4,-7.729753,7.953996
1023,Sales and Related Occupations,2016,4,-6.278199,6.3542967
1024,Educational Instruction and Library Occupations,2019,4,-6.608768,7.9482822
1025,Educational Instruction and Library Occupations,2017,4,-6.842067,7.1396813
1026,Sales and Related Occupations,2011,4,-7.2264256,8.217648
1027,Computer and Mathematical Occupations,2022,4,-5.238354,7.4675536
1028,Sales and Related Occupations,2016,4,-7.03587,8.234323
1029,Sales and Related Occupations,2023,4,-7.409619,7.764911
1030,Educational Instruction and Library Occupations,2016,4,-7.028162,8.551455
1031,Sales and Related Occupations,2025,4,-7.4578595,5.3197436
1032,Sales and Related Occupations,2018,4,-6.3191876,6.503336
1033,Computer and Mathematical Occupations,2016,4,-7.5597477,7.6161075
1034,Educational Instruction and Library Occupations,2019,4,-6.82934,8.429585
1035,Management Occupations,2024,4,-7.611833,7.320243
1036,Educational Instruction and Library Occupations,2015,4,-6.7309723,8.158873
1037,Computer and Mathematical Occupations,2018,4,-7.083833,6.7407246
1038,Management Occupations,2022,4,-8.174721,7.1499076
1039,Educational Instruction and Library Occupations,2022,4,-6.6713986,6.7683034
1040,Computer and Mathematical Occupations,2023,4,-6.6720963,8.284373
1041,Computer and Mathematical Occupations,2015,4,-7.5331545,7.037349
1042,Business and Financial Operations Occupations,2022,4,-6.9405384,8.482676
1043,Computer and Mathematical Occupations,2018,4,-6.9961925,8.572325
1044,Educational Instruction and Library Occupations,2017,4,-6.8278317,8.342034
1045,Computer and Mathematical Occupations,2018,4,-7.015134,7.610309
1046,Educational Instruction and Library Occupations,2017,4,-7.951205,8.010611
1047,Business and Financial Operations Occupations,2023,4,-6.7173896,8.501883
1048,Business and Financial Operations Occupations,2019,4,-7.5075784,7.5894275
1049,Sales and Related Occupations,2022,4,-6.8928566,8.340222
1050,Educational Instruction and Library Occupations,2022,4,-7.9452763,8.019482
1051,Sales and Related Occupations,2018,4,-7.5602226,7.626843
1052,Educational Instruction and Library Occupations,2023,4,-6.8726263,8.275861
1053,Management Occupations,2022,4,-7.5838356,7.6266966
1054,Business and Financial Operations Occupations,2021,4,-7.9099164,8.018163
1055,Educational Instruction and Library Occupations,2019,4,-6.903367,8.402333
1056,Business and Financial Operations Occupations,2023,4,-6.731117,8.34346
1057,Computer and Mathematical Occupations,2024,4,-8.063437,7.1823716
1058,Business and Financial Operations Occupations,2023,4,-6.92596,8.3414
1059,Management Occupations,2019,4,-5.2418633,7.4676113
1060,Educational Instruction and Library Occupations,2016,4,-7.1024394,8.259294
1061,Educational Instruction and Library Occupations,2022,4,-7.7840514,8.590764
1062,Management Occupations,2023,4,-6.684049,8.138049
1063,Sales and Related Occupations,2017,4,-7.944531,7.991607
1064,Business and Financial Operations Occupations,2025,4,-7.45905,7.5780363
1065,Educational Instruction and Library Occupations,2018,4,-6.7271314,8.436751
1066,Computer and Mathematical Occupations,2021,4,-6.520559,7.076428
1067,Business and Financial Operations Occupations,2019,4,-7.468275,7.5606117
1068,Sales and Related Occupations,2015,4,-6.9371386,8.456511
1069,Educational Instruction and Library Occupations,2024,4,-6.688093,6.8682966
1070,Management Occupations,2025,4,-6.8311524,8.547035
1071,Business and Financial Operations Occupations,2019,4,-7.47152,5.2996006
1072,Computer and Mathematical Occupations,2015,4,-7.4703336,5.3022146
1073,Management Occupations,2019,4,-6.8662343,8.326051
1074,Computer and Mathematical Occupations,2022,4,-7.22588,8.286718
1075,Sales and Related Occupations,2015,4,-6.7723107,8.27986
1076,Sales and Related Occupations,2021,4,-6.5538344,8.22377
1077,Computer and Mathematical Occupations,2023,4,-6.9769187,8.489821
1078,Sales and Related Occupations,2022,4,-6.218415,6.252729
1079,Business and Financial Operations Occupations,2022,4,-7.5693183,7.376604
1080,Business and Financial Operations Occupations,2020,4,-7.118291,7.967425
1081,Educational Instruction and Library Occupations,2023,4,-6.8226433,6.6805086
1082,Business and Financial Operations Occupations,2018,4,-6.9221916,7.9031715
1083,Computer and Mathematical Occupations,2014,4,-7.4801435,7.4900613
1084,Computer and Mathematical Occupations,2017,4,-6.653182,6.7756505
1085,Sales and Related Occupations,2023,4,-6.536528,8.123858
1086,Computer and Mathematical Occupations,2021,4,-7.6404,7.8441124
1087,Educational Instruction and Library Occupations,2023,4,-7.4878693,7.0451684
1088,Educational Instruction and Library Occupations,2020,4,-6.666194,8.457016
1089,Business and Financial Operations Occupations,2025,4,-6.6792946,6.900819
1090,Sales and Related Occupations,2022,4,-8.137964,7.1787467
1091,Computer and Mathematical Occupations,2014,4,-6.910201,7.5713315
1092,Management Occupations,2022,4,-6.549258,6.747857
1093,Computer and Mathematical Occupations,2016,4,-6.787224,8.608688
1094,Computer and Mathematical Occupations,2019,4,-6.7035055,7.126517
1095,Management Occupations,2016,4,-6.5469084,8.527953
1096,Sales and Related Occupations,2011,4,-7.5345173,7.034789
1097,Educational Instruction and Library Occupations,2022,4,-7.741268,8.564165
1098,Business and Financial Operations Occupations,2021,4,-7.4256763,6.989556
1099,Management Occupations,2023,4,-7.1457596,8.313566
1100,Educational Instruction and Library Occupations,2023,4,-7.6976857,8.55608
1101,Business and Financial Operations Occupations,2018,4,-7.4415236,5.357953
1102,Management Occupations,2023,4,-7.523263,7.5791564
1103,Management Occupations,2016,4,-7.5988665,7.151904
1104,Sales and Related Occupations,2016,4,-6.2904677,6.334525
1105,Management Occupations,2016,4,-7.070123,8.661366
1106,Management Occupations,2024,4,-7.4501286,7.0392547
1107,Educational Instruction and Library Occupations,2022,4,-6.723714,8.360132
1108,Educational Instruction and Library Occupations,2023,4,-7.7275333,8.577514
1109,Sales and Related Occupations,2018,4,-6.604171,8.604225
1110,Management Occupations,2016,4,-6.5915523,8.078541
1111,Educational Instruction and Library Occupations,2023,4,-7.75604,8.588249
1112,Management Occupations,2010,4,-7.970249,8.00073
1113,Management Occupations,2014,4,-6.6369314,6.826096
1114,Management Occupations,2016,4,-8.103918,7.2191415
1115,Educational Instruction and Library Occupations,2022,4,-7.465713,7.0633273
1116,Management Occupations,2023,4,-6.6638055,6.9402523
1117,Educational Instruction and Library Occupations,2019,4,-6.7943087,8.88229
1118,Management Occupations,2021,4,-8.096525,7.221409
1119,Management Occupations,2019,4,-5.1982846,7.5115323
1120,Educational Instruction and Library Occupations,2015,4,-7.1538625,7.6471615
1121,Business and Financial Operations Occupations,2024,4,-7.981478,7.9577565
1122,Computer and Mathematical Occupations,2019,4,-6.275289,6.3277817
1123,Educational Instruction and Library Occupations,2019,4,-6.608905,7.9485006
1124,Management Occupations,2022,4,-8.045853,7.183715
1125,Management Occupations,2016,4,-7.2538123,8.061427
1126,Sales and Related Occupations,2013,4,-6.7631736,8.663542
1127,Sales and Related Occupations,2025,4,-6.80475,7.2205234
1128,Educational Instruction and Library Occupations,2024,4,-6.87286,8.366613
1129,Computer and Mathematical Occupations,2018,4,-7.30486,8.434723
1130,Business and Financial Operations Occupations,2024,4,-7.046126,8.234979
1131,Sales and Related Occupations,2020,4,-6.568978,8.375517
1132,Sales and Related Occupations,2020,4,-6.911385,8.53641
1133,Business and Financial Operations Occupations,2024,4,-7.0369835,6.7263474
1134,Sales and Related Occupations,2022,4,-6.688828,7.1388583
1135,Educational Instruction and Library Occupations,2014,4,-6.355849,6.4106555
1136,Educational Instruction and Library Occupations,2024,4,-7.0415654,7.9815426
1137,Management Occupations,2015,4,-6.279099,6.3471427
1138,Management Occupations,2015,4,-7.159937,8.737915
1139,Sales and Related Occupations,2013,4,-8.016255,7.2482324
1140,Management Occupations,2024,4,-6.6240177,6.7734323
1141,Management Occupations,2022,4,-7.526161,8.447175
1142,Computer and Mathematical Occupations,2020,4,-7.538246,7.872348
1143,Sales and Related Occupations,2020,4,-6.6511006,8.295029
1144,Business and Financial Operations Occupations,2024,4,-6.3786097,6.447197
1145,Management Occupations,2017,4,-7.5105095,7.568318
1146,Educational Instruction and Library Occupations,2018,4,-6.364283,6.3789253
1147,Educational Instruction and Library Occupations,2020,4,-7.396459,7.6729927
1148,Sales and Related Occupations,2018,4,-7.993775,8.006979
1149,Sales and Related Occupations,2021,4,-7.9526534,7.1797185
1150,Computer and Mathematical Occupations,2024,4,-6.8544126,6.8795495
1151,Computer and Mathematical Occupations,2019,4,-7.586497,7.609219
1152,Educational Instruction and Library Occupations,2018,4,-6.402034,6.6006737
1153,Computer and Mathematical Occupations,2018,4,-6.6574535,6.733774
1154,Educational Instruction and Library Occupations,2021,4,-6.709018,6.9425282
1155,Computer and Mathematical Occupations,2015,4,-7.630446,7.358809
1156,Business and Financial Operations Occupations,2013,4,-7.097127,7.722699
1157,Business and Financial Operations Occupations,2016,4,-7.483604,7.558422
1158,Business and Financial Operations Occupations,2022,4,-5.235581,7.459968
1159,Business and Financial Operations Occupations,2018,4,-6.7663155,8.444896
1160,Management Occupations,2022,4,-6.358534,6.3773913
1161,Educational Instruction and Library Occupations,2018,4,-7.256764,8.405361
1162,Management Occupations,2022,4,-6.7340136,6.7243376
1163,Educational Instruction and Library Occupations,2025,4,-7.7969503,8.325292
1164,Management Occupations,2017,4,-7.4224916,7.4899564
1165,Computer and Mathematical Occupations,2017,4,-7.143773,7.6542106
1166,Computer and Mathematical Occupations,2024,4,-7.342733,8.245373
1167,Educational Instruction and Library Occupations,2022,4,-6.4014235,6.5548944
1168,Business and Financial Operations Occupations,2011,4,-6.326813,6.548845
1169,Business and Financial Operations Occupations,2019,4,-6.574061,6.943712
1170,Computer and Mathematical Occupations,2022,4,-6.8131156,6.900455
1171,Sales and Related Occupations,2017,4,-5.239758,7.4575295
1172,Computer and Mathematical Occupations,2020,4,-7.027685,8.629
1173,Sales and Related Occupations,2018,4,-6.8581862,8.157665
1174,Educational Instruction and Library Occupations,2015,4,-7.4556165,7.718254
1175,Sales and Related Occupations,2018,4,-6.7832613,8.584168
1176,Business and Financial Operations Occupations,2024,4,-6.8392844,8.546891
1177,Management Occupations,2022,4,-8.154454,7.1829247
1178,Business and Financial Operations Occupations,2021,4,-7.158053,8.313334
1179,Educational Instruction and Library Occupations,2014,4,-6.649342,8.109753
1180,Business and Financial Operations Occupations,2021,4,-7.482669,7.6583495
1181,Sales and Related Occupations,2020,4,-7.3992696,7.824739
1182,Business and Financial Operations Occupations,2015,4,-5.2285604,7.4754996
1183,Sales and Related Occupations,2024,4,-6.6573977,6.780459
1184,Computer and Mathematical Occupations,2018,4,-6.7860165,6.706382
1185,Computer and Mathematical Occupations,2019,4,-6.687409,8.291336
1186,Management Occupations,2021,4,-6.564174,8.579582
1187,Business and Financial Operations Occupations,2024,4,-8.085997,7.3502536
1188,Management Occupations,2023,4,-6.6692843,6.720366
1189,Educational Instruction and Library Occupations,2020,4,-7.0768495,7.7462378
1190,Management Occupations,2023,4,-6.5643783,6.8520813
1191,Educational Instruction and Library Occupations,2022,4,-7.816852,8.62647
1192,Educational Instruction and Library Occupations,2014,4,-6.748925,7.0971875
1193,Educational Instruction and Library Occupations,2022,4,-6.334711,6.4093065
1194,Computer and Mathematical Occupations,2022,4,-6.67728,6.8387733
1195,Computer and Mathematical Occupations,2020,4,-7.5503697,7.116768
1196,Sales and Related Occupations,2024,4,-6.4811783,6.929543
1197,Management Occupations,2021,4,-7.4808655,7.4495015
1198,Educational Instruction and Library Occupations,2018,4,-6.8369036,8.572816
1199,Computer and Mathematical Occupations,2018,4,-6.894463,8.289018
1200,Sales and Related Occupations,2024,4,-6.268149,6.3265495
1201,Management Occupations,2023,4,-6.614922,6.885682
1202,Sales and Related Occupations,2021,4,-7.8470273,7.9476542
1203,Computer and Mathematical Occupations,2016,4,-6.648615,6.7351184
1204,Computer and Mathematical Occupations,2017,4,-8.147267,7.170865
1205,Business and Financial Operations Occupations,2021,4,-6.7068777,8.062539
1206,Management Occupations,2018,4,-6.9390917,8.39184
1207,Business and Financial Operations Occupations,2018,4,-7.890762,7.082349
1208,Computer and Mathematical Occupations,2017,4,-6.646359,7.009203
1209,Sales and Related Occupations,2018,4,-6.6004705,6.9353147
1210,Computer and Mathematical Occupations,2016,4,-8.0615,7.2417912
1211,Management Occupations,2021,4,-6.6691847,6.8958683
1212,Educational Instruction and Library Occupations,2023,4,-6.7373233,8.511176
1213,Sales and Related Occupations,2013,4,-7.542423,8.52564
1214,Management Occupations,2021,4,-7.5551066,7.810222
1215,Educational Instruction and Library Occupations,2025,4,-6.7778144,8.546889
1216,Management Occupations,2016,4,-6.6138844,8.386601
1217,Sales and Related Occupations,2019,4,-7.223691,7.9671535
1218,Computer and Mathematical Occupations,2017,4,-5.2307296,7.4648294
1219,Sales and Related Occupations,2012,4,-6.5739336,6.7676992
1220,Management Occupations,2024,4,-5.2297883,7.461968
1221,Management Occupations,2020,4,-5.2208495,7.4661803
1222,Educational Instruction and Library Occupations,2014,4,-6.9407616,6.727378
1223,Business and Financial Operations Occupations,2018,4,-7.179659,8.115628
1224,Sales and Related Occupations,2021,4,-7.9118953,7.9487276
1225,Management Occupations,2018,4,-7.11291,7.7839346
1226,Business and Financial Operations Occupations,2024,4,-7.0243793,8.211946
1227,Computer and Mathematical Occupations,2015,4,-6.910218,8.353385
1228,Business and Financial Operations Occupations,2019,4,-7.0120764,7.924944
1229,Educational Instruction and Library Occupations,2024,4,-6.7357936,8.384777
1230,Business and Financial Operations Occupations,2022,4,-7.4706025,5.3031087
1231,Sales and Related Occupations,2023,4,-6.599127,8.203596
1232,Educational Instruction and Library Occupations,2020,4,-6.598135,7.217358
1233,Business and Financial Operations Occupations,2017,4,-7.406064,7.5791426
1234,Sales and Related Occupations,2016,4,-6.5527163,7.264007
1235,Business and Financial Operations Occupations,2022,4,-7.9525533,7.988218
1236,Sales and Related Occupations,2021,4,-7.478051,7.031973
1237,Computer and Mathematical Occupations,2019,4,-6.8635697,7.9324718
1238,Sales and Related Occupations,2022,4,-6.358537,6.6076226
1239,Educational Instruction and Library Occupations,2025,4,-6.6022897,8.496705
1240,Computer and Mathematical Occupations,2013,4,-6.627223,8.139329
1241,Business and Financial Operations Occupations,2014,4,-7.035906,6.7184114
1242,Educational Instruction and Library Occupations,2021,4,-6.223226,6.3535404
1243,Business and Financial Operations Occupations,2018,4,-6.7650843,7.8109426
1244,Computer and Mathematical Occupations,2020,4,-6.61805,6.9789934
1245,Educational Instruction and Library Occupations,2024,4,-7.3488436,7.690879
1246,Educational Instruction and Library Occupations,2023,4,-6.804222,8.530962
1247,Educational Instruction and Library Occupations,2019,4,-6.4221034,6.615255
1248,Sales and Related Occupations,2019,4,-6.522024,7.149996
1249,Educational Instruction and Library Occupations,2023,4,-6.821199,7.04166
0,Management Occupations,2023,5,-7.0691524,-1.3876886
1,Educational Instruction and Library Occupations,2023,5,-7.047959,-1.4065378
2,Business and Financial Operations Occupations,2020,5,-6.921222,-2.1602664
3,Sales and Related Occupations,2017,5,-7.4583254,-1.6651505
4,Business and Financial Operations Occupations,2022,5,-7.16301,-2.0036113
5,Business and Financial Operations Occupations,2023,5,-5.814493,-2.0415184
6,Sales and Related Occupations,2022,5,-6.235575,-1.8367813
7,Computer and Mathematical Occupations,2010,5,-7.4508057,-1.2892177
8,Computer and Mathematical Occupations,2023,5,-6.1502123,-1.802011
9,Computer and Mathematical Occupations,2014,5,-6.881202,-1.9989711
10,Educational Instruction and Library Occupations,2023,5,-6.643727,-0.7502471
11,Management Occupations,2021,5,-6.99724,-2.0993018
12,Management Occupations,2021,5,-6.945304,-2.6235204
13,Business and Financial Operations Occupations,2024,5,-6.9834585,-1.2307452
14,Educational Instruction and Library Occupations,2016,5,-6.6503205,-1.3574083
15,Educational Instruction and Library Occupations,2016,5,-7.131661,-2.058746
16,Educational Instruction and Library Occupations,2022,5,-6.092408,-2.0872984
17,Sales and Related Occupations,2019,5,-7.2753444,-1.4615871
18,Educational Instruction and Library Occupations,2023,5,-5.810922,-1.518457
19,Educational Instruction and Library Occupations,2023,5,-5.7951727,-1.5155355
20,Computer and Mathematical Occupations,2019,5,-5.8259335,-2.0048575
21,Sales and Related Occupations,2024,5,-7.5300007,-1.5406629
22,Educational Instruction and Library Occupations,2023,5,-5.874654,-2.0375602
23,Sales and Related Occupations,2015,5,-6.203619,-1.637877
24,Business and Financial Operations Occupations,2023,5,-6.720824,-2.1738496
25,Management Occupations,2020,5,-6.2268667,-1.8073441
26,Computer and Mathematical Occupations,2024,5,-5.4255505,-1.5089287
27,Management Occupations,2023,5,-7.1946397,-1.9835533
28,Educational Instruction and Library Occupations,2020,5,-7.086215,-2.078457
29,Educational Instruction and Library Occupations,2023,5,-7.1019154,-2.103827
30,Management Occupations,2018,5,-5.238538,-2.791298
31,Sales and Related Occupations,2015,5,-7.4961705,-1.3368436
32,Management Occupations,2022,5,-7.1439075,-1.9956985
33,Computer and Mathematical Occupations,2017,5,-6.4708433,-1.9666476
34,Sales and Related Occupations,2020,5,-7.3723545,-1.2516912
35,Educational Instruction and Library Occupations,2024,5,-7.548473,-1.3344991
36,Business and Financial Operations Occupations,2024,5,-5.9736056,-2.093784
37,Sales and Related Occupations,2025,5,-7.003514,-2.064056
38,Computer and Mathematical Occupations,2016,5,-7.0727034,-1.3060251
39,Sales and Related Occupations,2018,5,-6.7476563,-1.8294163
40,Business and Financial Operations Occupations,2022,5,-7.085565,-2.707938
41,Sales and Related Occupations,2018,5,-6.8978477,-2.417341
42,Educational Instruction and Library Occupations,2020,5,-5.750221,-1.8098866
43,Management Occupations,2020,5,-6.9155593,-2.064454
44,Business and Financial Operations Occupations,2018,5,-6.120114,-1.9703746
45,Business and Financial Operations Occupations,2021,5,-5.902061,-1.518617
46,Management Occupations,2020,5,-7.0130014,-1.4228382
47,Sales and Related Occupations,2024,5,-7.550676,-1.5472878
48,Educational Instruction and Library Occupations,2022,5,-6.6245737,-0.7014494
49,Educational Instruction and Library Occupations,2019,5,-7.018492,-1.865582
50,Sales and Related Occupations,2017,5,-7.162894,-2.0188441
51,Management Occupations,2019,5,-6.9399385,-2.1358087
52,Educational Instruction and Library Occupations,2015,5,-5.4111557,-1.4877313
53,Computer and Mathematical Occupations,2020,5,-5.398394,-1.4875829
54,Management Occupations,2016,5,-6.594489,-1.3921885
55,Business and Financial Operations Occupations,2018,5,-7.20719,-1.3189929
56,Management Occupations,2015,5,-7.413027,-1.53668
57,Business and Financial Operations Occupations,2023,5,-7.1517897,-2.0756419
58,Sales and Related Occupations,2019,5,-5.5553856,-1.514263
59,Business and Financial Operations Occupations,2021,5,-7.0463448,-1.6982353
60,Sales and Related Occupations,2019,5,-7.322678,-1.0734047
61,Computer and Mathematical Occupations,2018,5,-7.1712637,-1.2248697
62,Computer and Mathematical Occupations,2021,5,-6.316118,-1.505661
63,Business and Financial Operations Occupations,2013,5,-7.54147,-1.275043
64,Management Occupations,2022,5,-5.8066335,-1.9817903
65,Educational Instruction and Library Occupations,2023,5,-7.2934265,-1.3997246
66,Sales and Related Occupations,2015,5,-5.881508,-1.8157042
67,Business and Financial Operations Occupations,2020,5,-7.050042,-2.6893218
68,Educational Instruction and Library Occupations,2024,5,-6.5361032,-2.1962404
69,Computer and Mathematical Occupations,2023,5,-5.5714817,-1.5083354
70,Management Occupations,2025,5,-6.9846344,-1.3725343
71,Management Occupations,2019,5,-7.239954,-1.971598
72,Educational Instruction and Library Occupations,2023,5,-6.6993923,-1.3531108
73,Sales and Related Occupations,2019,5,-5.8329177,-2.046367
74,Computer and Mathematical Occupations,2018,5,-7.2910438,-1.1130525
75,Educational Instruction and Library Occupations,2023,5,-6.7136207,-0.78321373
76,Business and Financial Operations Occupations,2017,5,-5.5932503,-1.4900701
77,Sales and Related Occupations,2018,5,-6.9507527,-2.4492648
78,Management Occupations,2021,5,-6.475094,-1.7636412
79,Business and Financial Operations Occupations,2016,5,-5.9220953,-2.0793638
80,Sales and Related Occupations,2024,5,-6.922842,-2.0190299
81,Computer and Mathematical Occupations,2014,5,-7.319353,-1.3370377
82,Computer and Mathematical Occupations,2014,5,-7.1996527,-1.3852051
83,Sales and Related Occupations,2019,5,-7.2066193,-1.0512856
84,Business and Financial Operations Occupations,2022,5,-6.881855,-2.2150288
85,Educational Instruction and Library Occupations,2023,5,-6.6173306,-0.7036734
86,Computer and Mathematical Occupations,2021,5,-8.861938,-2.5311975
87,Sales and Related Occupations,2015,5,-7.270544,-0.92752737
88,Educational Instruction and Library Occupations,2024,5,-8.864828,-2.5313213
89,Management Occupations,2014,5,-6.747575,-2.1559782
90,Computer and Mathematical Occupations,2016,5,-6.5010786,-1.4161469
91,Computer and Mathematical Occupations,2016,5,-7.089629,-1.6449457
92,Business and Financial Operations Occupations,2022,5,-5.778643,-1.6013693
93,Management Occupations,2021,5,-7.050276,-1.9103537
94,Management Occupations,2021,5,-7.3500776,-1.4144738
95,Computer and Mathematical Occupations,2022,5,-5.8049445,-2.0242503
96,Business and Financial Operations Occupations,2018,5,-7.2494454,-1.47892
97,Business and Financial Operations Occupations,2017,5,-7.333291,-0.96928996
98,Business and Financial Operations Occupations,2024,5,-6.8751383,-2.2311575
99,Business and Financial Operations Occupations,2018,5,-7.489439,-1.2232523
100,Management Occupations,2024,5,-5.8685865,-2.043222
101,Educational Instruction and Library Occupations,2015,5,-7.267243,-0.92759347
102,Business and Financial Operations Occupations,2022,5,-7.054534,-1.9821607
103,Management Occupations,2018,5,-6.802177,-2.333072
104,Sales and Related Occupations,2018,5,-7.1459394,-2.0309813
105,Computer and Mathematical Occupations,2024,5,-6.2383194,-2.1913571
106,Management Occupations,2023,5,-5.2394047,-2.789688
107,Management Occupations,2014,5,-7.2968054,-1.2448479
108,Management Occupations,2022,5,-6.8540215,-2.1249044
109,Educational Instruction and Library Occupations,2023,5,-6.68001,-0.79804784
110,Educational Instruction and Library Occupations,2024,5,-7.12447,-1.3673557
111,Sales and Related Occupations,2021,5,-7.3399014,-1.3525412
112,Computer and Mathematical Occupations,2018,5,-7.367574,-1.2726995
113,Sales and Related Occupations,2017,5,-5.2492795,-2.781707
114,Computer and Mathematical Occupations,2020,5,-8.847264,-2.5372744
115,Educational Instruction and Library Occupations,2021,5,-7.147398,-2.0083807
116,Sales and Related Occupations,2016,5,-7.2740684,-0.9262693
117,Computer and Mathematical Occupations,2024,5,-5.3637657,-1.475158
118,Computer and Mathematical Occupations,2019,5,-5.8705964,-2.0382197
119,Computer and Mathematical Occupations,2024,5,-6.7425103,-2.040256
120,Computer and Mathematical Occupations,2020,5,-7.124851,-1.0688064
121,Management Occupations,2021,5,-5.881239,-2.0494864
122,Management Occupations,2018,5,-6.155764,-1.6267836
123,Business and Financial Operations Occupations,2024,5,-7.0449567,-1.3545208
124,Computer and Mathematical Occupations,2022,5,-7.296401,-1.235776
125,Computer and Mathematical Occupations,2018,5,-6.9271784,-2.5971498
126,Educational Instruction and Library Occupations,2018,5,-6.296468,-2.0389361
127,Sales and Related Occupations,2015,5,-7.2744503,-0.94148195
128,Sales and Related Occupations,2020,5,-5.953084,-1.5341808
129,Educational Instruction and Library Occupations,2024,5,-7.4694924,-1.7708982
130,Computer and Mathematical Occupations,2022,5,-6.8991213,-2.2729745
131,Management Occupations,2019,5,-7.1198363,-1.4552848
132,Sales and Related Occupations,2017,5,-7.0488343,-2.0707583
133,Sales and Related Occupations,2016,5,-7.2424088,-1.1794825
134,Management Occupations,2023,5,-7.1179323,-1.9036546
135,Management Occupations,2023,5,-6.016843,-1.528707
136,Sales and Related Occupations,2013,5,-5.472314,-1.4823449
137,Management Occupations,2016,5,-7.298947,-0.977055
138,Business and Financial Operations Occupations,2024,5,-6.9460325,-2.1319818
139,Sales and Related Occupations,2023,5,-7.4799395,-1.3415145
140,Management Occupations,2018,5,-5.983062,-1.560771
141,Computer and Mathematical Occupations,2017,5,-6.803472,-2.3096004
142,Computer and Mathematical Occupations,2019,5,-7.0259385,-2.10405
143,Management Occupations,2020,5,-7.1041775,-1.9703064
144,Management Occupations,2023,5,-5.6349,-1.4720945
145,Computer and Mathematical Occupations,2013,5,-6.7049685,-1.3444114
